date,AQI,PM2.5,PM10,SO2,CO,NO2,O3_8h
2018-12-09,73,41,71,9,0.9,58,26
2018-12-10,83,58,89,12,1.1,66,18
2018-12-11,52,21,54,6,0.6,32,52
2018-12-12,73,31,64,7,0.8,58,31
2018-12-13,49,13,40,5,0.5,39,58
2018-12-14,83,48,76,11,1,66,23
2018-12-15,120,91,116,14,1.5,85,12
2018-12-16,88,65,107,8,1.2,59,54
2018-12-17,57,25,53,6,0.6,45,53
2018-12-18,67,27,58,6,0.8,53,53
2018-12-19,78,34,72,8,1,62,25
2018-12-20,93,51,93,11,1.2,74,10
2018-12-21,94,70,117,12,1.3,70,43
2018-12-22,66,34,82,7,0.8,41,53
2018-12-23,52,13,53,3,0.4,22,58
2018-12-24,78,51,93,10,1,62,19
2018-12-25,58,27,66,7,0.7,35,55
2018-12-26,33,9,26,4,0.4,26,50
2018-12-27,51,7,52,4,0.3,10,54
2018-12-28,39,9,39,4,0.4,19,50
2018-12-29,33,10,28,5,0.4,26,52
2018-12-30,47,15,32,4,0.5,37,42
2018-12-31,70,38,59,10,0.9,56,20
2019-01-01,45,28,45,8,0.7,34,47
2019-01-02,78,57,75,12,1,56,28
2019-01-03,162,123,136,21,1.9,82,12
2019-01-04,40,18,40,5,0.5,26,61
2019-01-05,47,17,34,7,0.5,37,49
2019-01-06,88,64,95,12,1.4,70,13
2019-01-07,55,34,54,9,0.9,44,52
2019-01-08,35,10,29,4,0.5,28,62
2019-01-09,74,41,66,12,0.9,59,26
2019-01-10,100,75,113,14,1.5,79,17
2019-01-11,135,103,130,15,1.7,80,21
2019-01-12,267,217,212,14,2.7,101,14
2019-01-13,169,128,183,6,1.7,64,58
2019-01-14,137,104,143,8,1.7,72,46
2019-01-15,54,9,57,4,0.3,18,61
2019-01-16,73,38,74,10,0.9,58,37
2019-01-17,78,45,77,13,1.2,62,34
2019-01-18,94,64,105,15,1.4,75,18
2019-01-19,33,11,33,5,0.5,24,59
2019-01-20,33,9,29,3,0.3,19,66
2019-01-21,57,24,63,6,0.6,44,62
2019-01-22,64,28,70,7,0.9,51,54
2019-01-23,60,23,53,6,0.7,48,56
2019-01-24,79,58,75,12,1.2,53,41
2019-01-25,32,10,32,4,0.5,21,61
2019-01-26,44,25,40,5,0.6,35,50
2019-01-27,76,49,102,9,1,45,67
2019-01-28,56,35,61,6,0.6,33,59
2019-01-29,139,106,140,17,1.5,76,24
2019-01-30,63,28,75,5,0.6,22,61
2019-01-31,30,13,27,5,0.5,20,59
2019-02-01,68,42,85,7,0.9,49,54
2019-02-02,142,108,137,8,1.4,55,29
2019-02-03,104,40,157,3,0.4,14,77
2019-02-04,78,46,106,6,0.8,27,58
2019-02-05,139,97,227,10,0.9,26,49
2019-02-06,78,53,105,14,1.1,22,57
2019-02-07,35,8,29,3,0.4,11,69
2019-02-08,46,25,46,6,0.5,18,64
2019-02-09,32,9,21,4,0.3,13,63
2019-02-10,39,27,39,6,0.5,24,52
2019-02-11,51,35,51,8,0.7,30,67
2019-02-12,52,30,54,7,0.8,25,52
2019-02-13,38,23,38,3,0.6,23,69
2019-02-14,72,52,60,5,0.9,32,47
2019-02-15,35,8,21,3,0.3,10,70
2019-02-16,38,8,19,3,0.3,13,75
2019-02-17,36,14,25,4,0.4,25,71
2019-02-18,59,31,42,7,0.7,47,45
2019-02-19,118,89,89,5,1,37,67
2019-02-20,64,46,39,5,0.6,32,74
2019-02-21,129,98,63,5,1.2,53,81
2019-02-22,132,100,85,6,1.3,61,60
2019-02-23,180,136,74,9,1.6,66,93
2019-02-24,104,78,41,6,1,49,77
2019-02-25,70,51,75,9,1,49,67
2019-02-26,73,52,79,10,0.9,58,58
2019-02-27,120,91,106,8,1.1,60,76
2019-02-28,109,82,102,7,1,55,87
2019-03-01,158,120,126,8,1.2,62,103
2019-03-02,233,183,155,9,1.4,65,131
2019-03-03,213,163,160,10,1.4,62,104
2019-03-04,143,109,107,6,1.1,54,91
2019-03-05,114,86,66,5,0.9,42,87
2019-03-06,42,8,22,2,0.3,16,84
2019-03-07,48,20,44,4,0.5,38,80
2019-03-08,79,58,103,9,0.8,59,88
2019-03-09,113,85,121,9,0.8,61,65
2019-03-10,145,111,133,5,1,55,70
2019-03-11,41,22,36,3,0.5,24,82
2019-03-12,39,4,26,2,0.3,11,77
2019-03-13,39,8,29,2,0.3,23,78
2019-03-14,43,7,43,3,0.3,23,79
2019-03-15,48,11,48,3,0.3,17,79
2019-03-16,56,23,61,4,0.5,38,76
2019-03-17,74,49,98,7,0.7,51,104
2019-03-18,134,102,144,10,0.9,74,112
2019-03-19,163,124,168,9,1,74,130
2019-03-20,85,63,101,5,0.7,39,83
2019-03-21,40,5,25,2,0.3,11,79
2019-03-22,41,7,32,2,0.2,18,82
2019-03-23,41,11,33,3,0.3,14,81
2019-03-24,69,36,87,6,0.4,44,79
2019-03-25,56,21,61,3,0.5,39,94
2019-03-26,85,47,120,9,0.8,44,85
2019-03-27,91,63,132,7,0.9,52,79
2019-03-28,58,24,65,7,0.5,28,61
2019-03-29,71,22,92,4,0.4,30,76
2019-03-30,40,5,26,3,0.2,9,79
2019-03-31,42,8,30,2,0.3,25,83
2019-04-01,45,13,40,2,0.4,30,89
2019-04-02,58,30,66,6,0.6,40,88
2019-04-03,78,57,86,8,0.6,50,128
2019-04-04,90,67,124,7,0.6,54,126
2019-04-05,171,40,292,3,0.3,25,84
2019-04-06,131,39,212,6,0.5,36,89
2019-04-07,75,40,99,8,0.6,40,94
2019-04-08,61,29,71,12,0.9,35,83
2019-04-09,39,24,39,3,0.5,22,70
2019-04-10,48,26,39,3,0.4,28,95
2019-04-11,65,47,68,2,0.4,37,105
2019-04-12,85,63,86,4,0.6,41,114
2019-04-13,109,82,87,4,0.6,38,92
2019-04-14,57,17,63,3,0.3,24,101
2019-04-15,74,43,97,6,0.5,42,114
2019-04-16,101,72,109,7,0.6,37,161
2019-04-17,138,105,137,9,1,54,189
2019-04-18,107,38,163,3,0.4,20,91
2019-04-19,61,20,72,3,0.4,27,86
2019-04-20,57,40,61,2,0.5,43,39
2019-04-21,112,59,174,5,0.8,41,105
2019-04-22,126,94,133,5,0.9,42,188
2019-04-23,124,94,69,2,0.7,30,104
2019-04-24,60,43,44,2,0.6,26,57
2019-04-25,49,9,21,3,0.2,16,97
2019-04-26,60,19,27,3,0.3,18,111
2019-04-27,54,38,38,3,0.4,27,79
2019-04-28,65,47,37,3,0.5,23,88
2019-04-29,139,106,85,3,0.9,38,126
2019-04-30,74,35,98,2,0.4,23,96
2019-05-01,60,13,38,3,0.3,28,111
2019-05-02,85,23,57,3,0.3,37,141
2019-05-03,108,53,93,7,0.6,44,168
2019-05-04,126,49,84,7,0.5,29,188
2019-05-05,52,22,54,2,0.2,15,96
2019-05-06,56,19,38,2,0.3,27,107
2019-05-07,65,23,52,3,0.3,32,118
2019-05-08,69,47,87,5,0.5,47,103
2019-05-09,81,37,68,3,0.5,39,137
2019-05-10,124,51,99,6,0.6,48,186
2019-05-11,138,71,97,6,0.8,41,201
2019-05-12,117,88,174,5,0.8,27,94
2019-05-13,60,19,69,3,0.3,21,102
2019-05-14,101,54,121,7,0.6,49,161
2019-05-15,134,91,208,10,1.1,49,197
2019-05-16,116,67,141,4,0.7,39,177
2019-05-17,112,81,115,3,0.8,34,173
2019-05-18,54,38,41,2,0.6,26,80
2019-05-19,58,30,65,3,0.3,15,82
2019-05-20,47,12,46,2,0.3,19,93
2019-05-21,61,14,39,2,0.4,35,113
2019-05-22,94,21,55,2,0.5,52,152
2019-05-23,195,27,71,4,0.6,45,260
2019-05-24,130,45,111,6,0.7,54,192
2019-05-25,175,49,115,6,0.7,44,240
2019-05-26,64,36,77,4,0.8,25,90
2019-05-27,48,6,15,3,0.2,14,96
2019-05-28,80,12,36,3,0.3,32,135
2019-05-29,144,21,51,3,0.4,33,208
2019-05-30,61,20,54,4,0.3,24,113
2019-05-31,60,10,33,3,0.3,23,112
2019-06-01,104,30,74,4,0.5,40,164
2019-06-02,141,45,79,4,0.7,38,205
2019-06-03,124,28,55,2,0.5,26,186
2019-06-04,98,60,70,7,1.2,26,157
2019-06-05,75,47,62,3,0.9,35,129
2019-06-06,73,53,54,3,0.9,41,109
2019-06-07,117,62,60,2,0.7,21,178
2019-06-08,80,34,47,2,0.5,22,136
2019-06-09,49,6,20,3,0.3,17,98
2019-06-10,97,29,54,2,0.6,27,156
2019-06-11,175,51,62,5,0.9,24,240
2019-06-12,156,35,56,7,0.9,27,221
2019-06-13,127,23,43,2,0.6,25,189
2019-06-14,87,31,56,3,0.6,33,144
2019-06-15,123,21,52,6,0.7,26,185
2019-06-16,36,25,32,3,0.6,23,58
2019-06-17,97,51,51,3,0.9,31,156
2019-06-18,186,60,65,3,0.8,28,251
2019-06-19,154,74,90,6,1.2,21,219
2019-06-20,179,61,82,3,0.8,30,244
2019-06-21,101,51,79,6,1,28,161
2019-06-22,117,22,56,2,0.4,32,178
2019-06-23,193,40,88,8,0.8,35,258
2019-06-24,166,36,74,5,0.7,33,231
2019-06-25,187,46,102,7,0.8,30,252
2019-06-26,188,43,83,6,0.8,25,253
2019-06-27,170,48,76,5,0.8,27,235
2019-06-28,120,27,40,2,0.6,18,181
2019-06-29,55,14,28,3,0.4,16,105
2019-06-30,47,5,18,3,0.3,14,93
2019-07-01,67,10,30,2,0.3,25,120
2019-07-02,110,24,62,2,0.6,34,170
2019-07-03,119,21,38,3,0.5,28,180
2019-07-04,173,30,72,4,0.6,39,238
2019-07-05,60,27,49,2,0.6,34,112
2019-07-06,33,7,14,3,0.3,16,66
2019-07-07,64,13,21,2,0.4,17,116
2019-07-08,100,25,34,2,0.5,25,159
2019-07-09,50,29,49,2,0.6,40,98
2019-07-10,90,44,47,3,0.8,25,147
2019-07-11,96,28,39,2,0.5,23,155
2019-07-12,144,25,48,2,0.5,25,208
2019-07-13,151,55,77,3,0.9,29,216
2019-07-14,117,15,31,2,0.5,17,178
2019-07-15,162,53,68,3,0.8,25,227
2019-07-16,101,37,51,3,0.8,28,161
2019-07-17,72,52,42,3,0.8,29,69
2019-07-18,130,67,64,2,0.9,25,192
2019-07-19,77,56,61,2,0.9,31,110
2019-07-20,80,59,59,2,0.8,32,70
2019-07-21,146,64,69,2,0.8,27,210
2019-07-22,104,78,99,2,1.1,45,111
2019-07-23,105,24,28,2,0.6,17,165
2019-07-24,109,33,55,3,0.7,30,169
2019-07-25,130,24,52,3,0.5,31,192
2019-07-26,167,40,70,2,0.7,24,232
2019-07-27,167,83,86,3,0.9,27,232
2019-07-28,113,55,59,3,0.8,16,174
2019-07-29,43,14,13,3,0.5,22,86
2019-07-30,114,27,33,3,0.6,20,175
2019-07-31,142,22,43,3,0.7,27,206
2019-08-01,150,24,54,2,0.7,23,214
2019-08-02,83,29,36,5,0.8,21,139
2019-08-03,117,35,44,3,0.7,26,178
2019-08-04,65,40,45,3,0.9,28,117
2019-08-05,51,30,27,3,0.7,21,101
2019-08-06,91,46,47,2,0.7,24,149
2019-08-07,96,17,23,3,0.6,21,155
2019-08-08,123,33,46,2,0.7,28,185
2019-08-09,75,40,45,2,0.7,23,129
2019-08-10,61,23,25,3,0.6,26,113
2019-08-11,28,15,20,2,0.6,22,38
2019-08-12,39,6,16,2,0.4,15,78
2019-08-13,39,5,16,3,0.4,16,78
2019-08-14,44,11,28,2,0.5,28,88
2019-08-15,117,15,38,2,0.5,29,178
2019-08-16,39,6,18,2,0.3,16,78
2019-08-17,39,11,24,2,0.4,26,78
2019-08-18,86,15,45,2,0.5,33,143
2019-08-19,132,40,80,3,0.7,36,195
2019-08-20,70,51,54,3,0.8,30,88
2019-08-21,46,26,27,4,0.6,25,92
2019-08-22,43,14,32,3,0.6,34,83
2019-08-23,43,10,31,3,0.5,34,80
2019-08-24,100,15,43,3,0.5,32,159
2019-08-25,94,23,52,2,0.6,30,152
2019-08-26,102,76,90,2,0.9,39,123
2019-08-27,46,28,32,2,0.5,31,91
2019-08-28,34,4,25,2,0.3,21,67
2019-08-29,36,3,15,3,0.3,16,71
2019-08-30,45,6,21,2,0.3,20,89
2019-08-31,86,12,37,2,0.4,28,143
2019-09-01,100,20,51,3,0.4,32,160
2019-09-02,128,26,59,2,0.5,34,190
2019-09-03,178,48,83,3,0.7,39,243
2019-09-04,143,52,79,3,0.8,39,207
2019-09-05,149,45,72,2,0.6,34,213
2019-09-06,178,49,83,3,0.7,40,243
2019-09-07,150,45,74,3,0.7,36,215
2019-09-08,127,34,72,3,0.6,36,189
2019-09-09,147,65,92,7,1.3,31,211
2019-09-10,33,10,11,3,0.5,19,65
2019-09-11,40,15,26,5,0.7,32,47
2019-09-12,38,20,31,2,0.5,25,75
2019-09-13,35,22,23,2,0.5,22,69
2019-09-14,50,11,26,3,0.4,27,100
2019-09-15,68,27,53,2,0.5,38,121
2019-09-16,61,17,44,3,0.5,28,113
2019-09-17,83,29,60,3,0.6,30,139
2019-09-18,41,6,26,3,0.3,21,82
2019-09-19,56,24,61,3,0.5,41,90
2019-09-20,74,37,70,3,0.7,41,128
2019-09-21,120,58,78,5,1.1,37,182
2019-09-22,119,77,72,4,1.3,31,180
2019-09-23,51,29,40,3,0.6,35,101
2019-09-24,61,12,35,3,0.4,28,113
2019-09-25,100,23,53,3,0.6,37,160
2019-09-26,127,34,56,2,0.7,35,189
2019-09-27,95,51,57,3,0.8,31,154
2019-09-28,127,57,67,2,0.8,32,189
2019-09-29,137,59,76,2,0.9,35,200
2019-09-30,104,71,96,3,0.9,32,164
2019-10-01,70,51,79,3,0.8,23,0
2019-10-02,70,51,69,3,0.9,24,0
2019-10-03,89,56,82,2,0.8,22,146
2019-10-04,27,11,27,2,0.4,12,47
2019-10-05,23,6,16,2,0.3,18,0
2019-10-06,47,23,33,2,0.4,37,0
2019-10-07,54,38,52,2,0.6,35,0
2019-10-08,29,7,23,3,0.3,22,58
2019-10-09,55,31,55,4,0.5,44,69
2019-10-10,67,48,44,2,0.5,31,49
2019-10-11,59,42,57,4,0.8,45,35
2019-10-12,72,28,72,15,1.4,57,14
2019-10-13,55,23,51,4,0.9,44,17
2019-10-14,34,9,21,2,0.3,27,53
2019-10-15,49,16,32,2,0.4,39,46
2019-10-16,58,28,44,2,0.5,46,35
2019-10-17,74,54,53,2,0.8,51,8
2019-10-18,82,60,46,2,0.8,43,58
2019-10-19,163,124,86,2,1.2,58,42
2019-10-20,105,79,121,2,0.7,42,60
2019-10-21,55,17,54,3,0.5,44,43
2019-10-22,75,44,98,3,0.9,60,49
2019-10-23,104,78,120,4,1.1,67,95
2019-10-24,90,67,84,2,0.9,52,46
2019-10-25,30,8,20,2,0.4,24,55
2019-10-26,59,30,54,3,0.6,47,36
2019-10-27,73,53,80,3,0.8,58,38
2019-10-28,113,26,175,2,0.3,20,60
2019-10-29,68,32,85,4,0.6,54,44
2019-10-30,93,54,114,3,0.8,74,28
2019-10-31,74,36,84,3,0.9,59,66
2019-11-01,64,25,68,6,0.8,51,36
2019-11-02,64,29,49,2,0.7,51,13
2019-11-03,48,33,48,3,0.6,34,33
2019-11-04,67,48,57,2,0.8,44,34
2019-11-05,59,42,57,3,0.8,41,40
2019-11-06,73,46,71,2,0.7,58,19
2019-11-07,47,24,47,3,0.5,37,44
2019-11-08,70,39,73,3,0.8,56,26
2019-11-09,112,84,94,3,1,67,21
2019-11-10,67,31,84,2,0.4,23,60
2019-11-11,54,17,53,2,0.5,43,51
2019-11-12,92,50,92,6,0.9,73,18
2019-11-13,55,9,59,3,0.2,14,63
2019-11-14,62,25,57,5,0.6,49,22
2019-11-15,64,35,78,6,0.9,51,17
2019-11-16,65,47,80,9,1.3,52,13
2019-11-17,119,52,188,5,0.8,34,54
2019-11-18,74,19,98,2,0.3,20,53
2019-11-19,56,20,62,2,0.4,32,49
2019-11-20,87,61,124,8,0.9,69,15
2019-11-21,119,90,158,9,1.6,78,6
2019-11-22,183,138,181,9,2.4,94,5
2019-11-23,175,132,137,6,1.6,69,34
2019-11-24,30,7,30,3,0.2,11,58
2019-11-25,40,13,30,3,0.4,32,29
2019-11-26,73,38,72,6,0.8,58,14
2019-11-27,34,7,21,3,0.3,27,55
2019-11-28,75,39,69,11,1,60,17
2019-11-29,80,58,74,7,1,64,7
2019-11-30,72,52,39,3,0.7,35,59
2019-12-01,30,11,30,4,0.3,17,60
2019-12-02,30,10,25,3,0.3,24,52
2019-12-03,48,15,43,3,0.5,38,62
2019-12-04,43,13,32,3,0.4,34,65
2019-12-05,48,21,38,4,0.7,38,56
2019-12-06,73,49,67,5,0.9,58,19
2019-12-07,78,52,68,4,0.9,62,29
2019-12-08,189,142,142,3,1.7,75,5
2019-12-09,233,183,183,2,2.1,87,9
2019-12-10,129,98,114,3,1.4,51,56
2019-12-11,29,6,15,2,0.3,22,58
2019-12-12,59,19,37,4,0.6,47,30
2019-12-13,50,21,47,5,0.7,40,58
2019-12-14,57,15,28,3,0.5,45,38
2019-12-15,85,49,75,10,1.3,68,11
2019-12-16,92,68,49,2,1.3,65,7
2019-12-17,28,10,18,2,0.3,14,56
2019-12-18,47,19,27,2,0.5,37,34
2019-12-19,30,11,23,3,0.4,24,53
2019-12-20,60,19,34,3,0.6,48,26
2019-12-21,65,38,51,4,0.8,52,18
2019-12-22,87,63,78,7,1.2,69,18
2019-12-23,67,48,57,5,1,42,46
2019-12-24,109,82,76,4,1.3,55,18
2019-12-25,79,58,57,4,1,39,51
2019-12-26,47,16,47,2,0.5,34,51
2019-12-27,75,39,88,4,0.9,60,16
2019-12-28,103,77,118,9,1.6,72,13
2019-12-29,118,89,110,6,1.4,55,55
2019-12-30,35,8,35,3,0.3,10,52
2019-12-31,48,21,36,5,0.5,38,31
2020-01-01,62,35,56,7,0.8,49,20
2020-01-02,80,51,80,7,1.2,64,16
2020-01-03,82,50,72,8,1.2,65,26
2020-01-04,74,43,66,7,1.1,59,44
2020-01-05,83,61,73,6,1.3,66,13
2020-01-06,75,55,32,3,1,47,30
2020-01-07,30,12,19,4,0.4,22,59
2020-01-08,40,17,25,3,0.5,32,64
2020-01-09,63,35,39,6,0.8,50,39
2020-01-10,43,26,33,6,0.6,34,63
2020-01-11,32,11,20,3,0.4,25,56
2020-01-12,42,19,26,7,0.5,33,50
2020-01-13,31,11,20,4,0.4,18,62
2020-01-14,39,17,25,4,0.4,31,53
2020-01-15,72,49,58,7,0.9,57,25
2020-01-16,60,41,49,7,0.9,48,54
2020-01-17,97,72,79,12,1.5,66,26
2020-01-18,207,157,154,4,2.1,63,27
2020-01-19,60,28,69,2,0.5,24,60
2020-01-20,31,10,27,2,0.3,18,62
2020-01-21,60,43,56,7,0.9,43,44
2020-01-22,89,66,70,8,1.1,52,42
2020-01-23,77,56,63,6,0.9,36,71
2020-01-24,102,76,77,6,0.7,21,73
2020-01-25,193,145,161,10,1,33,69
2020-01-26,202,152,147,11,1.7,38,75
2020-01-27,208,158,137,10,1.8,37,81
2020-01-28,221,171,147,13,2.1,40,109
2020-01-29,94,70,51,7,1,27,81
2020-01-30,64,46,48,5,0.8,27,81
2020-01-31,62,44,47,4,0.8,27,80
2020-02-01,36,9,16,2,0.3,10,72
2020-02-02,45,31,32,2,0.4,11,68
2020-02-03,34,18,28,2,0.4,14,67
2020-02-04,34,10,18,2,0.3,12,67
2020-02-05,38,26,33,3,0.6,18,48
